LncRNA,F1:RiskSNP,F2:commonSNP,F5:TF(motif),F55:miRNA,F56:mRNA,F57:Protein,F58:Hallmark,F3:TF(ChIP-seq),F4:Core TF(ChIP-seq),F8:Histone modification,F9:ATAC-seq peak of cistrome & gene_mapper,F10:DHS & gene_mapper,F11:ATAC of cistrome & DHS & gene_mapper,F13:Element number of SE & gene_mapper,F14:Case ChIP signal of SE & gene_mapper,F15:Normalized rank of SE & gene_mapper,F17:Element number of TE & gene_mapper,F18:Case ChIP signal of TE & gene_mapper,F19:Normalized rank of TE & gene_mapper,F20:Element number of TE/SE & gene_mapper,F21:Case ChIP signal of TE/SE & gene_mapper,F22:Normalized rank of TE/SE & gene_mapper,F6:Methylation site,F7:Methylation value,F12:SE & gene_mapper,F16:TE & gene_mapper,F24:Global chromatin interaction,F25:SE/TE & interaction,F26:SE & interaction,F27:TE & interaction,F40:SE/TE & interaction & gene_mapper,F41:SE & interaction & gene_mapper,F42:TE & interaction & gene_mapper,F28:Element number of SE/TE & interaction,F29:Case ChIP signal of SE/TE & interaction,F30:Normalized rank of SE/TE & interaction,F31:Element number of SE & interaction,F32:Case ChIP signal of SE & interaction,F33:Normalized rank of SE & interaction,F34:Element number of TE & interaction,F35:Case ChIP signal of TE & interaction,F36:Normalized rank of TE & interaction,F43:Element number of SE/TE & interaction & gene_mapper,F44:Case ChIP signal of SE/TE & interaction & gene_mapper,F45:Normalized rank of SE/TE & interaction & gene_mapper,F46:Element number of SE & interaction & gene_mapper,F47:Case ChIP signal of SE & interaction & gene_mapper,F48:Normalized rank of SE & interaction & gene_mapper,F49:Element number of TE & interaction & gene_mapper,F50:Case ChIP signal of TE & interaction & gene_mapper,F51:Normalized rank of TE & interaction & gene_mapper,F37:ATAC-seq peak of cistrome & interaction,F39:DHS & interaction,F52:ATAC-seq peak of cistrome & interaction & gene_mapper,F53:DHS & interaction & gene_mapper,F23:ATAC of cistrome & ATAC of ATACdb & gene_mapper,F38:ATAC of ATACdb & interaction,F54:ATAC of ATACdb & interaction & gene_mapper
CTB-181F24.1,0,51,8,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
CTB-181H17.1,0,40,36,0,0,0,0,21,5,5,16,62,78,2,23594.18,85,1,8546.775367,17729,1,0,20741,9,8.24,1,18,6,35,1,34,0,5,5,2,10394.69846,17309,2,27325.7604,291,2,10009.9016,17257,4,20034.7712,21153,0,0,0,4,20034.7712,21153,17,26,4,4,5,15,0
CTB-184G21.3,0,48,131,0,0,0,0,32,7,6,27,63,90,6,28993.071,307,1,6279.7978,16596,0,0,22897,3,7.85,1,37,28,99,2,97,1,21,22,2,10554.63078,19499,11,43785.26941,729,2,9157.080557,19345,3,11890.83486,19393,6,28993.0708,304,3,10990.71718,19344,37,58,12,15,35,72,25
CTB-186G2.1,0,59,156,0,0,0,0,15,5,2,13,54,67,9.5,153054.0482,1069,1,4841.772,15991,1,0,22851,5,7.556923,6,17,2,17,11,6,6,1,7,6,119496.9222,22788,9,136234.1042,1062,2,9509.726343,21638,9.5,154121.8125,22736,10,165760.7111,1070,4,26093.928,21668,7,12,0,0,16,15,0
CTB-186G2.4,1,57,22,0,0,315,0,24,5,4,53,62,115,6,106455.6372,1012,1.5,7150.422092,19965,2,0,20626,1,8.233333,11,12,8,39,11,28,11,6,17,5,94359.10694,22736,9,139000.4708,1062,1,6389.360556,17393,5.5,93749.37022,22657,6,126882.7104,1061,2,7602.68575,21151.5,12,20,6,13,18,29,15
CTB-187M2.1,0,39,43,0,0,216,0,17,3,2,4,20,24,0,0,0,1,2397.05465,9779.5,0,0,22897,8,7.845652,0,6,37,74,0,74,0,4,4,1,8883.861526,18823,0,0,0,1,8883.861526,18823,1.5,2373.7584,9660.5,0,0,0,1.5,2373.7584,9660.5,35,71,2,2,0,31,0
CTB-187M2.2,1,37,57,0,0,0,0,4,1,1,16,30,46,0,0,0,1,5088.443088,17755,0,0,22897,3,7.585556,0,26,19,37,0,37,0,7,7,1,8040.700418,18823,0,0,0,1,8040.700418,18823,2,6656.9085,16836.5,0,0,0,2,6656.9085,16836.5,19,39,8,10,12,3,0
CTB-189B5.3,1,59,92,0,0,223,0,8,1,4,7,29,36,2.5,29699.6945,409.5,1,5659.102927,16182,0,0,22897,2,9.035,2,22,6,47,8,39,1,6,7,3,19892.36779,21008,6,56299.58563,666,2,10124.57764,19200,3,14459.8295,21981,4,30059.5808,365,3,11859.87095,21969.5,10,18,0,0,17,30,0
CTB-191D16.1,0,41,4,0,0,0,0,4,0,0,15,10,25,0,0,0,1,605.6769333,6198,1,0,6198,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
CTB-191K22.5,0,44,273,0,0,318,0,8,3,3,22,89,111,6,33114.46,113,1,4334.487753,11491,0,0,22897,4,8.62375,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
CTB-191K22.6,0,64,312,0,0,0,0,36,8,6,25,56,81,0,0,0,3,7270.866019,18515,3,0,20853,3,8.181111,0,21,20,78,0,78,0,19,19,1,6743.435813,18048,0,0,0,1,6743.435813,18048,3,10010.25977,19459,0,0,0,3,10010.25977,19459,30,55,13,22,22,64,16
CTB-193M12.1,0,53,19,0,0,0,0,8,2,2,32,94,126,2,10448.495,592,1,7748.571716,17034,0,0,22897,5,9.030714,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
CTB-193M12.3,0,60,54,0,0,0,0,13,3,3,17,38,55,2,10448.495,592,2,12150.14694,20653,0,0,22897,0,0,1,13,12,36,1,35,1,13,14,2,10966.12913,20479,2,10448.4952,589,2,10988.15611,20064,2,12028.60039,20770.5,2,10448.4952,589,2,12150.14694,20534,15,20,7,7,12,18,6
CTB-1H10.1,0,73,23,0,0,0,0,4,2,0,8,19,27,0,0,0,1,5862.719886,18616.5,0,0,22897,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
CTB-1I21.1,0,47,35,0,0,13,0,12,3,1,6,114,120,0,0,0,1,7954.28095,9645,0,0,22897,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
CTB-22K21.2,1,41,77,0,0,0,0,39,7,5,16,39,55,14,132691.8547,1041,2,11706.64867,21174,2,0,19171,5,5.887273,3,18,46,112,19,93,3,18,21,3,54029.93683,22094,10,99123.60832,1035,2,13483.52632,21383.5,2,65083.11153,22004.5,14,130399.8392,1038,2,14017.30622,21186,67,90,12,20,15,78,15
CTB-25B13.12,0,53,115,2,0,0,0,26,6,6,29,53,82,6.5,36591.71,726,2,9783.665903,20170,3,0,19652,15,8.550889,6,33,18,75,26,49,6,20,26,3,30562.5285,20964,8,66516.59362,914,3,9622.248817,20306,3,21188.97928,20907,7,40524.69816,716,3,12242.60189,20510,31,39,10,15,40,56,23
CTB-25B13.9,0,55,123,0,0,0,0,27,6,3,18,52,70,6.5,37334.44775,792.5,3,6946.374853,18813,3,0,19025,17,7.778947,4,19,12,46,16,30,4,16,20,3,28552.99119,20736,10,67453.11137,914,3,9697.474417,19401,3,17221.32511,19548,7,48947.22621,716,3,7703.554787,18906,19,27,10,17,27,28,22
CTB-26E19.1,0,41,16,0,0,0,0,2,1,0,6,107,113,0,0,0,1,4312.179454,16365,1,0,16767,6,8.360556,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0
CTB-27N1.1,7,81,10,0,0,0,0,2,0,0,7,74,81,0,0,0,1,1579.196633,9469.5,0,0,22897,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,5,29,6,0
CTB-30L5.1,0,43,12,0,0,0,0,24,6,2,13,43,56,1,36326.553,696,1,3234.54766,14999,1,0,22482,0,0,1,20,12,24,1,23,0,12,12,1,7391.79593,18167,1,27013.3056,303,1,5822.075156,18146,1,4241.414285,14901,0,0,0,1,4241.414285,14901,19,21,8,10,9,28,1
CTB-31N19.3,0,28,49,0,0,0,0,7,1,2,10,45,55,0,0,0,1,4563.445413,14278,1,0,19531,1,8.473333,0,15,17,76,1,75,0,8,8,1,6736.388173,17355,5,59693.9035,830,1,6222.237539,17321,1,5404.1591,14218.5,0,0,0,1,5404.1591,14218.5,27,40,4,4,9,61,8
CTB-31O20.2,0,48,169,2,0,0,0,31,8,4,39,55,94,7,50209.34575,892.5,1,6835.318357,19854.5,0,0,22897,14,6.768611,8,14,23,80,32,48,8,14,22,6,36582.72383,22295,8,52563.35375,941,3,10575.70298,21469,6,34711.42566,22237.5,8,52349.20184,941,3,9482.707825,21412,31,41,20,24,28,34,27
CTB-31O20.3,2,61,148,0,0,0,0,27,6,4,33,57,90,6,53208.16436,841,1,4095.565421,16138,0,0,22897,9,7.922857,11,19,7,36,8,28,8,13,21,6,32405.07497,22294,8,55503.29912,941,1,6887.036859,20368,6,31099.50048,22237,8,54588.59809,941,1,6228.691241,20133,9,20,6,8,28,21,12
CTB-31O20.4,0,79,184,0,0,0,0,23,5,5,33,57,90,6,53208.16436,841,1,4095.565421,16138,0,0,22897,25,8.926714,11,19,6,33,8,25,8,13,21,6,33677.5361,22294,8,55503.29912,941,1,7304.739115,20368,6,31099.50048,22237,8,54588.59809,941,1,6228.691241,20133,9,13,6,8,28,21,12
CTB-31O20.6,0,60,65,0,0,0,0,27,8,6,37,53,90,7,50209.34575,892.5,1,4974.43262,17442,2,0,22627,10,8.446538,8,15,25,125,34,91,8,15,23,6,34636.35754,22294,8,56603.12575,941,3,10354.99945,21327,6,35069.20938,22238,8,52389.14173,889.5,4,9089.310858,21415.5,51,72,21,26,29,75,28
CTB-31O20.8,0,46,320,0,0,0,0,24,6,6,42,56,98,7,50209.34575,892.5,1,5003.347152,17442,12,0,18713,16,8.400909,8,23,12,22,8,14,8,14,22,6,39456.82515,22435,8,51589.85167,941,6,11942.56028,21476,6,37837.86747,22238,8,50989.52102,889.5,5,11534.56038,21419,22,22,22,22,38,26,26
CTB-31O20.9,0,55,73,0,0,0,0,7,2,5,39,55,94,7,50209.34575,892.5,1,6835.318357,19854.5,0,0,22897,10,7.743929,8,14,11,34,8,26,8,14,22,6,38548.35977,22295,8,53057.07053,838,5,11194.78122,21476,6,37884.52062,22238,8,52527.07312,838,5,11109.56747,21419,20,25,17,21,28,28,26
CTB-32H22.1,0,49,13,0,0,0,0,2,0,2,1,31,32,1,42788.103,663,1,8370.694843,21007,1,0,20845,0,0,2,7,1,10,2,8,0,0,0,1,12920.20011,21851.5,1,31199.6693,541,1,8350.332813,21286.5,0,0,0,0,0,0,0,0,0,3,5,0,0,7,6,0
CTB-32O4.2,0,51,36,0,0,0,0,23,5,6,2,59,61,0,0,0,1,4545.641333,17540.5,0,0,22897,6,7.270667,0,12,4,31,0,31,0,0,0,1,5036.234381,17280,0,0,0,1,5036.234381,17280,0,0,0,0,0,0,0,0,0,9,17,0,3,7,20,0
CTB-32P11.1,0,60,4,0,0,0,0,3,0,0,5,14,19,0,0,0,1,1611.750125,3877.5,0,0,22897,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTB-33G10.11,0,53,137,0,0,0,0,4,0,2,29,53,82,3,28596.33456,647,2,14864.50513,21486,0,0,22897,3,8.287778,9,33,6,56,17,39,7,16,23,3,18539.4793,20670,4,35593.91374,755,2,11482.47194,19182,3,20588.71337,22002,3,24702.7871,644,2,18788.80611,21930,25,35,11,12,26,42,23
CTB-33G10.6,0,57,127,0,0,0,0,13,3,4,22,57,79,3,24702.78729,647,2,12016.50402,20001,2,0,22502,14,8.030238,7,28,6,45,8,37,7,23,30,2,20196.85191,21868,3,34973.70439,746,2,14772.43771,20581,3,18639.80419,21930,3,25668.57905,695,2.5,15828.29424,21354.5,13,20,10,15,32,33,20
CTB-33O18.1,3,71,14,0,0,153,0,7,2,0,1,34,35,0,0,0,1,3966.6639,11796,1,0,11796,5,9.154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
CTB-33O18.2,4,49,53,0,0,0,0,20,5,3,6,40,46,0,0,0,1,3861.525975,15553.5,0,0,22897,5,8.393846,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0
CTB-33O18.3,2,57,37,0,0,0,0,20,5,3,6,39,45,0,0,0,1,3861.525975,15553.5,0,0,22897,10,8.38037,0,12,4,2,0,2,0,0,0,4,13440.8389,20805,0,0,0,4,13440.8389,20805,0,0,0,0,0,0,0,0,0,1,12,0,0,11,2,0
CTB-35F21.1,3,26,98,0,0,0,0,17,6,5,42,47,89,7,62354.367,744,2,7150.7929,16249.5,0,0,22897,18,8.972037,6,14,23,52,6,46,6,10,16,4.5,41410.47694,22018,9,81143.04038,1005,1.5,10507.37204,17704,6,48860.16911,22051,8.5,75633.45619,958.5,4,15041.28017,19844,33,37,19,23,34,33,11
CTB-35F21.2,0,37,111,0,0,0,0,23,8,3,26,50,76,9,85824.257,1008,1,1923.175283,8100.5,1,0,7415,13,6.928667,3,18,18,72,6,66,2,3,5,4,35820.63043,21560,9,78329.23131,1005,2,9900.751851,17215,9,88532.33305,22675,9.5,114200.5455,1034.5,2,2971.624867,8220,39,45,0,0,41,61,0
CTB-35F21.3,0,40,55,0,0,288,0,23,6,1,15,41,56,0,0,0,1,1849.045133,8054,1,0,6128,2,8.76,0,15,3,5,0,5,0,0,0,1,1552.597777,7759,0,0,0,1,1552.597777,7759,0,0,0,0,0,0,0,0,0,4,15,0,0,27,13,0
CTB-35F21.4,2,37,76,0,0,0,0,26,9,3,4,50,54,0,0,0,1,2267.2621,12374.5,0,0,22897,10,6.593636,0,10,5,25,0,25,0,0,0,2,11569.97444,19928,0,0,0,2,11569.97444,19928,0,0,0,0,0,0,0,0,0,12,17,0,0,12,33,0
CTB-35F21.5,0,50,55,0,0,0,0,27,7,3,15,41,56,0,0,0,1,1849.045133,8054,1,0,6128,4,8.18125,0,15,2,18,5,13,0,0,0,5,40804.30242,22076,8,74327.33269,912,1,10810.01217,15029,0,0,0,0,0,0,0,0,0,8,11,0,0,27,11,0
CTB-36H16.2,0,52,23,0,0,0,0,2,0,2,4,11,15,0,0,0,1,2969.733583,11961.5,0,0,22897,1,9.066667,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
CTB-37A13.1,1,63,6,0,0,195,0,3,1,1,5,101,106,0,0,0,1,4796.856757,13329,0,0,22897,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
CTB-39G8.2,0,59,33,0,0,0,0,32,8,3,16,41,57,7.5,76606.4085,803,1,11695.18497,20066,1,0,22396,3,7.53,4,19,13,40,5,35,4,13,17,2,43137.11485,21713,11,99956.52666,1022,1.5,10750.05012,19204,1,45640.66619,22077,11,89907.46157,1022,1,17682.69016,21648,18,29,1,7,13,9,0
CTB-39G8.3,0,69,27,0,0,0,0,22,5,5,29,45,74,11,89568.493,1025,1,8846.060257,18839,0,0,22897,10,8.585667,3,23,13,44,5,39,3,10,13,2,39335.4964,20690,11,104960.6016,1022,1,8555.579802,17453,1,58936.45463,22262,11,108207.1463,1022,1,14592.83216,21862.5,16,25,4,2,27,7,0
CTB-3M24.3,1,56,11,0,0,149,0,5,2,0,14,105,119,2,33757.304,312,1,3309.58412,10959,0,0,22897,1,7.396667,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
CTB-40H15.4,1,47,61,0,0,0,0,24,6,5,22,63,85,0,0,0,1,2511.654129,10883,1,0,7590,7,7.4285,0,21,11,15,0,15,0,11,11,1,3469.019745,15944,0,0,0,1,3469.019745,15944,1,3475.87483,16099,0,0,0,1,3475.87483,16099,13,16,4,4,7,24,0
CTB-41I6.1,0,66,40,0,0,0,0,6,1,1,8,124,132,1,23835.53,205,1,2745.330638,11706.5,1,0,9386,15,7.989286,1,8,18,8,0,8,0,5,5,1,3539.403633,11398,0,0,0,1,3539.403633,11398,1,3584.5148,11834,0,0,0,1,3584.5148,11834,8,30,0,5,5,11,3
CTB-41I6.2,0,69,45,0,0,0,0,5,1,1,4,46,50,0,0,0,1,2387.435286,10425,1,0,9789,15,7.989286,0,7,18,8,0,8,0,2,2,1,3539.403633,11398,0,0,0,1,3539.403633,11398,1.5,6081.92145,13641.5,0,0,0,1.5,6081.92145,13641.5,8,30,2,7,2,11,0
CTB-43E15.1,0,60,20,0,0,0,0,6,2,0,6,31,37,0,0,0,1,3848.837575,15125,0,0,22897,2,8.108333,0,16,1,11,0,11,0,11,11,1,3851.967982,15701,0,0,0,1,3851.967982,15701,1,3851.967982,15644,0,0,0,1,3851.967982,15644,3,5,3,5,8,8,8
CTB-43E15.2,0,80,40,0,0,0,0,5,2,2,4,33,37,0,0,0,1,3715.8706,9078,1,0,7374,1,7.536667,0,7,7,34,2,32,0,0,0,1,7127.584933,15976,8,49513.43373,738,1,4935.213443,15976,0,0,0,0,0,0,0,0,0,13,17,0,0,0,24,0
CTB-43E15.3,1,71,40,0,0,0,0,3,2,1,7,40,47,8,57817.639,741,1,3245.37628,10544.5,1,0,9078,2,7.701667,1,10,13,21,3,18,1,6,7,2,22659.35478,19513,8,54490.39279,738,1,4470.190204,11803.5,5,29889.20921,17160,8,57817.639,738,1,1960.779414,11001,13,26,3,6,11,21,11
CTB-43E15.4,0,53,26,0,0,0,0,4,1,0,29,57,86,8,57817.639,741,1,4195.941689,13843,0,0,22897,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
CTB-43P18.1,0,35,79,0,0,0,0,29,7,4,38,59,97,5,45346.911,752,1,5695.653751,16619,0,0,22897,10,9.014828,3,75,6,22,3,19,3,19,22,2,15417.14753,21102,4,36433.35046,10,2,10671.55332,21046,2,15417.14753,21045,4,36433.35046,10,2,10671.55332,20989,8,10,8,10,33,16,8
CTB-46B19.2,0,20,24,0,0,0,0,8,1,4,14,81,95,0,0,0,1,926.76157,6220,0,0,22897,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
CTB-47B11.3,2,49,20,0,0,0,0,28,7,5,8,40,48,0,0,0,1,4110.807408,12753,1,0,10503,3,8.03,0,13,43,46,0,46,0,13,13,1,5802.441839,13887,0,0,0,1,5802.441839,13887,2,5656.740732,13830,0,0,0,2,5656.740732,13830,22,36,5,16,21,49,10
CTB-49A3.2,1,62,24,0,0,0,0,0,0,0,12,47,59,0,0,0,1,3835.441031,10793,1,0,7051,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
CTB-49A3.4,0,61,12,0,0,0,0,20,5,1,14,48,62,0,0,0,2,5043.453655,15622,2,0,17892,2,8.923333,0,11,2,11,0,11,0,0,0,1,7837.171736,19573,0,0,0,1,7837.171736,19573,0,0,0,0,0,0,0,0,0,4,9,0,0,15,12,0
CTB-49A3.5,0,62,32,0,0,0,0,31,8,2,12,43,55,0,0,0,2,5043.453655,15622,2,0,17892,3,9.09,0,11,1,11,0,11,0,0,0,1,7837.171736,19573,0,0,0,1,7837.171736,19573,0,0,0,0,0,0,0,0,0,3,5,0,0,15,9,0
CTB-4E7.1,0,49,43,0,0,0,0,3,2,0,7,19,26,0,0,0,1,706.2416,5094,1,0,5094,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
CTB-50E14.4,0,43,59,0,0,0,0,24,4,1,28,49,77,9,84091.129,1030,2,5514.529429,14432,0,0,22897,8,8.767917,1,21,21,26,1,25,1,16,17,4,28928.16433,18624.5,9,84091.1293,1027,2,7711.639346,17635,4,33290.93307,19942,9,84091.1293,1027,2,8710.192958,17578,25,31,18,25,28,11,10
CTB-50L17.16,1,55,161,0,0,0,0,22,6,6,12,62,74,0,0,0,1,3533.138333,11805,0,0,22897,8,8.000435,0,24,15,101,4,97,0,11,11,1,6426.601221,16418.5,2,34550.86155,539.5,1,5650.759557,16415,2,6018.851319,14858,0,0,0,2,6018.851319,14858,25,40,3,7,14,42,1
CTB-50L17.5,0,44,61,0,0,0,0,2,0,3,13,38,51,3,35455.387,655,2,6246.262589,18585,2,0,19489,0,0,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,19,0,0
CTB-50L17.7,1,47,79,3,0,0,0,4,0,3,11,40,51,3,35455.387,655,2,6042.601072,18571,0,0,22897,7,8.975714,1,29,4,32,2,30,1,10,11,2,12232.45612,19958,3,35087.13693,652,2,9840.687194,19834,2,12048.33797,19650,3,35455.3872,652,2,9707.63305,19556,6,12,2,4,19,10,2
CTB-50L17.9,2,50,63,0,0,0,0,3,0,3,7,32,39,3,35455.387,655,2,5766.1152,18218,0,0,22897,8,8.6425,1,23,21,109,5,104,1,15,16,2,8820.295593,18928,3,35015.7848,652,2,7244.627069,18607,2,10056.73246,19042.5,3,35455.3872,652,2,8363.488807,18959,30,49,4,4,14,56,13
CTB-51A17.1,2,60,7,0,0,0,0,0,0,0,40,159,199,11.5,113338.9765,918.5,1,5931.233622,13155,0,0,22897,0,0,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTB-51J22.1,5,46,75,0,0,0,0,24,5,2,47,168,215,9,41847.377,583.5,2,8179.294341,18821.5,0,0,22897,2,7.181667,4,56,4,16,1,15,1,14,15,3,13617.49252,20303,9,37115.2254,492,3,12638.42031,20303,3,14058.91668,20549,9,37115.2254,492,3,13056.46848,20246,5,19,3,13,15,3,3
CTB-54I1.1,1,75,60,0,0,0,0,13,3,2,61,220,281,1,59157.166,980,1,4420.796216,14171,0,0,22897,1,6.823333,1,75,49,15,1,14,1,8,9,1,7889.13499,15496.5,1,59157.1656,977,1,5190.817589,14590,1,10246.65077,17003,1,59157.1656,977,1.5,4132.836413,16860.5,22,49,6,29,0,7,0
CTB-55O6.10,0,25,134,0,0,0,0,31,7,4,23,51,74,4,32241.994,499,2,5155.861752,17112,2,0,18390,13,6.424828,2,33,42,112,24,88,2,33,35,2,16069.76896,18911,5,51774.70076,711,2,7114.648521,18237,2,6943.936691,16993,4,32241.99395,496,2,5538.489066,16853,48,87,19,37,32,71,31
CTB-55O6.12,0,41,76,0,0,0,0,29,6,6,16,53,69,4,32241.994,499,2,6151.104167,18377,2,0,18898,3,6.016667,2,43,23,104,4,100,2,41,43,2,10855.59721,18924,5,37604.1715,561,2,7552.30942,18627,2,6981.668112,18258,4,32241.99395,496,2,6342.166192,18180,31,59,9,21,26,53,24
CTB-55O6.4,0,52,107,0,0,0,0,22,6,4,27,67,94,4,32241.994,499,1,3887.550041,15331,1,0,18342,6,6.819444,2,49,16,70,12,58,2,37,39,2,17797.87664,18579,4,60734.27309,705,1,5911.529594,17050,2,7878.868695,16785,4,31914.85961,431,1,5367.645763,16187,32,42,16,23,21,48,18
CTB-57H20.1,1,62,21,0,0,0,0,31,8,2,17,37,54,1,23164.898,16,1,4450.277271,14150,1,0,186,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
CTB-5E10.3,1,89,52,0,0,0,0,31,7,6,24,116,140,10,32588.496,400,1,5140.789602,17007.5,1,0,18835,2,7.854,1,50,19,115,36,79,1,27,28,2,21866.87763,19840,5,58239.38696,949,2,8433.128541,17522,2,7205.522667,16843,10,32588.496,397,2,5289.826566,16632,39,75,7,11,23,34,17
CTB-60B18.12,1,93,119,0,0,0,0,23,6,4,8,50,58,9.5,46599.1985,707.5,1,5331.863237,18761,1,0,19154,13,7.311212,2,27,1,12,0,12,0,12,12,1,7509.570616,19025,0,0,0,1,7509.570616,19025,1,7029.494808,18866,0,0,0,1,7029.494808,18866,2,3,2,3,10,6,6
CTB-60B18.18,0,49,216,0,0,0,0,24,6,4,40,111,151,9.5,46599.1985,707.5,1.5,6879.023779,19090,0,0,22897,15,7.323784,2,48,1,12,0,12,0,12,12,1,7509.570616,19025,0,0,0,1,7509.570616,19025,1,7029.494808,18866,0,0,0,1,7029.494808,18866,2,3,2,3,11,6,6
CTB-60E11.9,1,40,62,0,0,0,0,28,6,4,13,45,58,1,26339.784,351,1,4208.014452,16123,0,0,22897,4,6.3425,1,23,17,58,16,42,1,22,23,3,20577.37268,21434,4,37336.21339,794,2,13618.19307,20738,2,4697.835458,15861,1,26339.7836,348,2,4182.550979,15861,28,49,5,14,15,42,8
CTB-61M7.1,0,34,20,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,7.681111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CTB-61M7.2,1,82,62,0,0,0,0,12,4,0,1,27,28,0,0,0,1,1278.6838,7627,0,0,22897,3,6.9975,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CTB-66B24.1,0,52,161,0,0,0,0,6,2,3,16,38,54,0,0,0,1.5,5085.798222,13742,0,0,22897,5,8.306923,0,18,18,90,6,84,0,9,9,2,8892.011714,18917,5.5,39110.45938,748,2,7947.685224,18705,2,9182.406258,17234.5,0,0,0,2,9182.406258,17234.5,35,51,8,14,12,51,1
CTB-70G10.1,0,65,17,0,0,0,0,3,0,0,4,43,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTB-73N10.1,2,35,9,0,0,0,0,2,1,0,13,41,54,0,0,0,1,2192.213714,9557,0,0,22897,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
CTB-77H17.1,0,64,140,0,0,0,0,1,0,0,0,18,0,0,0,0,1,2458.452367,9739,1,0,7265,1,2.33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
CTB-78F1.1,1,48,8,0,0,0,0,1,0,0,4,13,17,0,0,0,1,4704.070675,17069,0,0,22897,2,7.126667,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
CTB-78F1.2,0,51,72,0,0,11,0,1,1,0,3,14,17,0,0,0,1,4122.27905,16407.5,0,0,22897,1,8.19,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
